app_id,title,vendor,status,functional_category,deployment_type,short_description,capabilities,data_sources,labels,notes,contract_annual_spend,fiscal_ytd_expense_total,prev_fiscal_year_expense_total,engaged_users,provisioned_users,users_with_sso_access,users_logging_in_via_sso,cost_center_primary,product_owner_name,it_contact,security_contact,legal_contact,procurement_contact,vendor_contact,general_contact,last_updated
4e742555-02d3-4134-8845-8e08e353f87f,CrazyEgg,crazyegg,in_review,IT,Unknown,"An analytics platform that monitors,tracks individual pages from the website.","Web development, Web design",Expense Mgmt,Expense Only,-,0.0,4491.0,5988.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.151301+00:00
701b181b-e53d-45b7-97f4-1cf2b2641cc2,Crest Data Systems,Crest Data Systems,-,-,Unknown,A data analytics that offers software development product integrations and managed services.,-,ERP,-,-,0.0,88000.0,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.151832+00:00
9753ea70-5689-4f49-8019-e7497f1109ef,CrowdStrike Falcon,CrowdStrike,approved,Security,Unknown,"Unified security platform powered by AI, emphasizing endpoint protection.","Threat Intelligence, IT management, Resource & System Monitoring","SSO Logins, Contract uploads","SaaS Security Application, IT Funded, Supported",-,227575.0,0.0,0.0,0,0,38,20,650-it executive,-,Kevin Cummings,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.042760+00:00
912e5f95-0cb8-4105-874b-b7f72a4994b1,Customer.io,Peaberry,-,Customer Success,Unknown,"An automated messaging platform for tech-savvy marketers who want more control and flexibility to craft and send data-driven emails, push notifications, in-app messages, and SMS.","Marketing automation, Email, Customer Experience",SSO Logins,Login Only,-,0.0,0.0,0.0,0,0,2862,25,-,-,-,-,-,-,-,,2026-01-21T00:11:41.039189+00:00
eb748a1b-b9ae-409a-84ee-072e83fcf586,Cybrary,Cybrary,none,IT,Unknown,Professional development platform for cypersecurity.,"Learning Apps, Training","Contract uploads, ERP",Business Funded,App not renewed for current year,15300.0,16200.0,15300.0,0,0,0,0,410-ww sales admin,-,-,-,-,-,-,,2026-01-21T00:11:41.095308+00:00
406b18d5-c568-4158-bddc-2ddb4bdf4a0f,DXC Software,DXC Technology Company,-,IT,Unknown,A software platform deliver the IT services our customers need to modernize operations and drive innovation across the entire IT estate.,IT management,ERP,-,-,0.0,255.12,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.152333+00:00
7f11346e-e8dd-4b07-abea-e28d5b5c3cef,Darktrace,Darktrace,approved,Security,Unknown,"It is an AI software that interrupts in-progress cyber-attacks in seconds, including ransomware, email phishing, and threats to cloud environments",-,"SSO Logins, Contract uploads, ERP","IT Funded, Supported",-,210689.0,302613.44,229914.37,0,0,15,10,650-it executive,-,"Anthony Ciarochi, Kevin Cummings",-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.053428+00:00
917020a4-46de-4386-bff0-23200e83c91b,Databricks,Databricks,-,Engineering,Unknown,Data warehouse product based on Apache Spark. Allows analytical queries against semi-structured data without a traditional database schema.,"Database, Data & Analytics, ML Operations","SSO Logins, Contract uploads, ERP","Engineering, Business Funded",-,118666.67,118666.65,118666.65,0,0,967,161,391-iid r&d,-,-,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.026847+00:00
17694e4c-8d72-4152-8c4e-35c1d23c2204,DealRoom,DealRoom,-,Product,Unknown,"M&A optimization platform that streamlines the entire deal process, including pipeline management, due diligence, integration, and divestitures, while facilitating secure collaboration and providing critical data and insights.",m&a,"SSO Logins, Contract uploads, ERP",Business Funded,-,27000.0,0.0,27000.0,0,0,4,0,380-product management,-,-,-,-,-,-,,2026-01-21T00:11:41.079791+00:00
da5024d8-fdb2-4226-beb1-91672da736df,Descript,Descript,-,Design,Unknown,"A collaborative audio/video editor that includes transcription, screen recording and other AI Tools.",Transcription & Captioning,Expense Mgmt,-,-,0.0,0.0,144.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.152916+00:00
4e091ad8-b65b-4dd9-a8c6-2800e99527ea,Dev Mode,Figma,-,-,Unknown,A feature within the Figma design tool that allows developers to inspect and extract information from design files for use in code implementation.,-,ERP,-,-,0.0,4575.0,1050.0,0,0,0,0,-,-,Chaitrali Dhole,-,-,-,-,,2026-01-21T00:11:41.153449+00:00
7e3cb3c8-22b7-4453-8999-46ce49e441ea,DigiCert,DigiCert,approved,IT,Unknown,SSL certificates by DigiCert secure unlimited servers with the strongest encryption and highest authentication available.,"Project Management, Collaboration, Task Management","SSO Logins, Contract uploads, ERP","Engineering, Business Funded",-,0.0,38230.16,46052.25,0,0,6,2,652-it operations,-,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.071651+00:00
899913cf-e2a7-4565-a568-6158e0953dd9,Digital Guardian,Digital Guardian,-,Security,Unknown,Digital Guardian is an American data loss prevention software company that develops products to detect and prevent malicious user actions and malware on endpoints.,Code Deployment,"SSO Logins, Contract uploads","IT Funded, Supported",-,0.0,0.0,0.0,0,0,10,0,650-it executive,-,-,-,-,-,-,,2026-01-21T00:11:41.080263+00:00
fa95c95f-da64-422a-8409-cc9f8ea5a600,Digital River,Digital River,in_review,IT,Unknown,"A back-end integration solution for global payments,taxes and fraud.",E-commerce,Expense Mgmt,Expense Only,-,0.0,127.2,355.18,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.153950+00:00
271cf948-187e-47c8-961f-3f9826d3fa9a,DigitalOcean,Digital Ocean,in_review,IT,Unknown,"Cloud infrastructure provider offering scalable virtual machines, managed Kubernetes, object storage, and a range of developer tools to simplify cloud computing for developers and businesses.","Sharing & Storage, Database, Developer Tools, Security & Compliance",Expense Mgmt,Expense Only,-,0.0,3142.4,4973.3,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.154459+00:00
b68a1ca9-bb93-41d3-af41-ef2eb57fed4a,Diligent,Diligent,-,"IT, Legal",Unknown,"Comprehensive governance software provider offering tools to improve and simplify governance, including risk management, compliance, ESG, and board solutions, all integrated into the Diligent One Platform.",Security & Compliance,ERP,-,-,0.0,95000.01,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.154975+00:00
b337f76c-c8ae-4280-a25d-ca8ac466aafc,Docker,Docker,approved,IT,Unknown,"Software packaging tool that enables developers to create, run and ship applications from your infrastructure in packages called containers, through well-defined channels.","DevOps, Software Development, IT management","Contract uploads, Expense Mgmt, ERP","Subscription Monitored By CCM, Engineering, Business Funded",-,45308.9,52104.2,45308.9,0,0,0,0,390-cto organization,-,-,-,-,-,-,,2026-01-21T00:11:41.095784+00:00
24ea2f2e-25e0-433c-974b-6a1bd4563462,Docker Hub,Docker,-,-,Unknown,A cloud-based registry service for storing and sharing Docker images.,-,SSO Logins,"Engineering, Business Funded",-,0.0,0.0,0.0,0,0,204,11,390-cto organization,-,-,-,-,-,-,,2026-01-21T00:11:41.051449+00:00
066b3e7f-bafb-46d3-9f25-9af511c16b8a,DocuSign,DocuSign,approved,"Legal, IT",Unknown,"Manage electronic agreements and offers eSignature, a way to sign electronically on different devices.","E-Signature, Documents & Storage, Contract Management","SSO Logins, Contract uploads, ERP","IT Funded, Supported w/ Approval",-,178649.63,182226.58,12914.96,0,0,135,56,653-it applications-erp,Sasank Ambadasugari,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.035117+00:00
516b619a-7eb6-44b7-afdf-e440e02438de,DomainTools,DomainTools,-,Security,Unknown,A global leader for internet intelligence that is use to identify external risk and investigate threats,Security & Compliance,"Contract uploads, ERP","Engineering, Business Funded",Farsight security included,519000.02,1283839.44,574416.67,0,0,0,0,198-saas cloud ops,Chris Carlson,-,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.105500+00:00
9fb3acf9-7e77-4f8f-a8eb-096f74911f42,Dropbox,Dropbox,in_review,IT,Cloud,"Secure file sharing, collaboration, and storage solutions.","Sharing & Storage, Productivity",Expense Mgmt,Expense Only,-,0.0,132.23,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.155479+00:00
82c27168-c5ec-4ada-b971-6882a4864895,Drupal,Drupal,-,-,Unknown,Is a content management software that is used to make many of the websites and applications you use every day.,-,SSO Logins,IT Funded,open source,0.0,0.0,0.0,0,0,29,6,650-it executive,-,Arun Muthuraman,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.063817+00:00
d0c5b5ba-b9dd-43c2-9c6c-813780375d58,Dun & Bradstreet,dnb,approved,Finance,Unknown,"A business intelligence platform that manages risk & compliance, improves efficiencies, and helps grow revenue.","Sales Engagement, Business Intelligence","Contract uploads, ERP",IT Funded,-,146351.92,148499.0,164172.01,0,0,0,0,650-it executive,Sindhu Nadig,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.106078+00:00
8f838022-5ebd-479f-9ad4-7da337ee9c19,Duo Security,Cisco Systems,retired,IT,Unknown,Cloud-based access protection solutions and services.,"Network Security, Security & Compliance, Threat Intelligence","SSO Logins, Contract uploads","IT Funded, Supported",-,0.0,0.0,0.0,0,0,11,0,652-it operations,-,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.080793+00:00
ba537b5d-1e78-4482-ae6f-5676f17ff57e,EasyRetro,EasyRetro,approved,IT,Unknown,"Tool to facilitate Agile team retrospetives, enabling teams to explore ideas and identify challenges in simple interactive ways.","Project Management, Collaboration, Productivity","SSO Logins, Contract uploads","Engineering, Business Funded",-,1557.22,0.0,0.0,0,0,686,5,390-cto organization,-,-,-,-,-,-,,2026-01-21T00:11:41.066460+00:00
5d0924a2-0e73-470e-8db6-df795399d0dd,Envoy,Envoy,-,IT,Unknown,Identity management and attendance logging software that uses an iPad application to welcome office guests and manage their visit.,"Identity & Access Management, Employee Engagement","SSO Logins, Contract uploads, ERP",Business Funded,-,39112.08,39112.08,38648.28,0,0,1,0,660-facilities,-,-,-,-,-,-,,2026-01-21T00:11:41.081387+00:00
b6f9930b-6880-4d60-aaf8-5616763664a5,Equinix,Equinix,in_review,IT,Unknown,"An internet company that provides data services for companies,businesses and organizations.","E-commerce, Data Catalog, Database, Content Delivery Network","Contract uploads, ERP","Engineering, Business Funded",-,0.0,0.0,0.0,0,0,0,0,198-saas cloud ops,-,-,-,-,-,-,,2026-01-21T00:11:41.106424+00:00
c96b6bc4-15bb-46c5-816d-e7a20f2c351b,Evaboot,Evaboot,-,Sales,Unknown,"A Sales Navigator Scraper that extracts, cleans, and enriches any lead list or search in LinkedIn Sales Navigator.","Sales intelligence, Email, Lead Generation",Expense Mgmt,-,-,0.0,0.0,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.155975+00:00
d79dd027-17a8-44f5-a7a7-bcbf7c1de234,Evernote,Evernote,in_review,IT,Unknown,"A note taking tool for capturing, organizing, and finding information across multiple platforms.","Note-Taking, Organization, Collaboration, Documents & Storage",Expense Mgmt,Expense Only,-,0.0,115.37,230.74,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.156478+00:00
5af30522-3a46-478b-b78c-1a02dd6e126b,Evisort,Evisort,approved,Research,Unknown,"With AI-powered Contract Lifecycle Management and Analysis software, it enables both enterprises and growing businesses to transform their businesses.",Market Intelligence,"SSO Logins, Contract uploads, ERP",-,-,92500.0,92500.0,0.0,0,0,8,2,630-legal,-,-,-,-,-,-,,2026-01-21T00:11:41.072128+00:00
9a85c6ba-923c-4fd4-b900-5b589f5742b1,Exabeam Fusion SIEM,Exabeam,approved,Security,Unknown,A security information and event management (SIEM) platform that uses machine learning to detect and respond to security threats.,Security & Compliance,"Contract uploads, ERP",IT Funded,-,0.0,947848.57,971953.02,0,0,0,0,650-it executive,Chris Carlson,Kevin Cummings,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.106930+00:00
8f2f7738-3e0e-4a22-880c-771aa5ad11b9,Exabeam SIEM,Exabeam,-,Security,Unknown,"A security information and event management (SIEM) platform that uses machine learning and analytics to help organizations detect, investigate, and respond to cyber threats and attacks in real-time.",Security & Compliance,ERP,-,-,0.0,255323.0,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.157057+00:00
75f7eb3f-d71f-4b83-a308-82a9106bccce,Excalidraw+,Excalidraw,-,Design,Unknown,A browser-based virtual whiteboard for sketching hand-drawn diagrams. Users can create a workspace in which they can manage and organise all of their drawings.,"Whiteboarding & Diagramming, Content Generation, Creator Tools",Expense Mgmt,-,-,0.0,0.0,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.157553+00:00
7c29189c-80e9-4da2-9b9f-1c9538a781fe,Factiva,DOW JONES,approved,Marketing,Unknown,"It is a search engine software that is used to providing organizations with search, alerting, dissemination, and other information management capabilities.",News,"Contract uploads, ERP",Business Funded,-,0.0,7466.55,2551.92,0,0,0,0,630-legal,Sasank Ambadasugari,-,-,-,-,-,,2026-01-21T00:11:41.107439+00:00
ff1f0157-a819-491c-bb84-2fff6b13b26c,Fastly,Fastly,-,IT,Unknown,"A platform that provides cloud computing services. The cloud platform from Fastly offers a content delivery network, Internet security services, load balancing, and video and streaming services.","Network Security, Security & Compliance, Resource & System Monitoring",SSO Logins,"Engineering, Login Only","POC, probably should not be behind SSO during a POC...",0.0,0.0,0.0,0,0,27,9,391-iid r&d,-,-,-,-,-,-,,2026-01-21T00:11:41.054434+00:00
c00c30bb-4403-4a80-b9f1-b0ec10c0b0bc,Figjam,Figma,retired,IT,Unknown,An online whiteboard for teams to visualize and brainstorm.,Collaboration,"Contract uploads, ERP",Business Funded,-,0.0,4725.0,0.0,0,0,0,0,380-product management,-,-,-,-,-,-,,2026-01-21T00:11:41.107835+00:00
3cf4336c-9844-425c-84ea-5ffc918c44aa,Figma,Figma,approved,Product,Unknown,"A collaborative design tool that helps product teams create, test, and ship designs.","UX Design, Graphic Design","SSO Logins, Contract uploads, ERP",Business Funded,As per Chaitrali - Figjam is accessed through Figma. So it is already behind SSO,15900.0,2610.0,16350.0,0,0,235,89,380-product management,-,-,-,-,-,-,,2026-01-21T00:11:41.030958+00:00
0f9f7523-9b48-4a59-8ab8-970bca0c9bfc,FinQuery,FinQuery,approved,Finance,Unknown,"Financial management platform that provides comprehensive visibility and control over financial contracts, lease accounting, and software asset management, designed to maximize savings, efficiency, and compliance for finance, accounting, and IT departments.",Accounts Payable & Receivable,"Contract uploads, ERP",Business Funded,-,0.0,11280.0,10303.2,0,0,0,0,610-office of the president,-,-,-,-,-,-,,2026-01-21T00:11:41.108272+00:00
5b601ee6-848d-41c4-b1e6-22ba82f6fa83,Five9,Five9,approved,Customer Success,Unknown,"Five9 is a global, all-in-one cloud contact centre solution for inbound, outbound, blended, and omnichannel contact centres.","Contact Center, Customer Service, Customer Experience","Contract uploads, ERP",IT Funded,-,0.0,353016.05,394502.08,0,0,0,0,652-it operations,Dhee Kumar,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.108604+00:00
d5ea0e42-0e30-446f-817f-59da96926509,Flipside,Flipside,-,-,Unknown,"A tool that provides blockchain analytics and insights, enabling developers and communities to understand and improve the performance of decentralized networks.",-,Expense Mgmt,-,-,0.0,0.0,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.158073+00:00
849db095-ca60-46b3-8b59-9b5ec73cfc67,Forrester Research,Forrester Research,in_review,-,Unknown,A global research and advisory firm that provided insights and analysis on various technology and business topics.,-,"Contract uploads, ERP",Business Funded,-,72460.08,72460.08,100063.0,0,0,0,0,516-global demand gen,-,-,-,-,-,-,,2026-01-21T00:11:41.109180+00:00
8d973351-9d61-4c70-9959-2e208f29e8a5,Fossa,FOSSA,-,Security,Unknown,"An open source risk management platform that enables enterprises to identify, manage, and mitigate risks associated with the use of open source software, ensuring that software products are secure and compliant from development to release. It offers tools for vulnerability management, license compliance, and software bill of materials (SBOM) management.",Cloud Security,"SSO Logins, Contract uploads, ERP","Subscription Monitored By CCM, Engineering, Business Funded",-,101844.0,101844.0,101844.0,0,0,47,8,390-cto organization,-,-,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.056200+00:00
b7766a8b-b722-449a-9948-3e11aca71482,Frame.io,Adobe,-,Design,Unknown,"Video review and collaboration platform that allows teams to share media, collect feedback, manage reviews, and deliver finished work faster from anywhere in the world. It integrates with popular video editing software and provides tools for efficient workflow, feedback, and approval processes, making it ideal for video production teams and creative professionals.","Video editing, Collaboration","Contract uploads, Expense Mgmt",Expense Only,-,169.44,338.9,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.040233+00:00
87b74e45-2900-4e21-bde3-44a0a4623519,Fusion Risk Management,Fusion Risk Management,none,Security,Unknown,"Fusion provides withÊoperational resilience. They provide interactive ways for users to analyse every aspect of their business in order to identify points of friction, single points of failure, key risks, and the precise actions they need to take next to mitigate impact.",Threat Intelligence,Contract uploads,"SaaS Security Application, IT Funded",Contract stands cancel per Kevin Cummings,30127.5,0.0,0.0,0,0,0,0,652-it operations,-,Kevin Cummings,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.109675+00:00
a7b87547-219b-4762-8e64-38612d8238de,GaggleAMP,Gaggleamp,approved,Marketing,Unknown,It is an employee advocacy platform that helps a company curate content to distribute to their employee to share on their social media networks.,Social Media,"SSO Logins, Contract uploads, ERP",Business Funded,-,0.0,9491.26,37485.0,0,0,2862,180,510-corporate marketing,-,-,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.025870+00:00
967d21f1-93e0-46d6-8d3b-1adc99e5c424,Gainsight,Gainsight,approved,"Customer Success, IT",Unknown,A Customer Success platform and SaaS applications designed to transform disparate customer data from multiple sources into insights and actions that result in measurable business outcomes for clients.,"Customer Experience, CRM, Sales Analytics","SSO Logins, Contract uploads, ERP","IT Funded, Decommissioned",-,408733.0,408733.0,408733.0,0,0,17,1,650-it executive,Dhee Kumar,Arun Muthuraman,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.076758+00:00
54863d85-6ae4-440c-afd7-078a7f5e7767,GainsightPX,Gainsight,approved,Product,Unknown,"Product Experience Platform that enables product teams to accelerate onboarding and adoption via in-app guides, dialogues, and email.","Product Analytics, Customer Success & Support, Customer Experience",SSO Logins,IT Funded,-,0.0,0.0,0.0,0,0,62,13,650-it executive,-,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.049434+00:00
fea5c7e6-160e-4f92-ada7-790c175e87e0,Gatekeeper,Gatekeeper,approved,Legal,Unknown,It is a supplier and contract lifecycle management software that helps medium to large businesses to automate and streamline their numerous contract processes.,"E-Signature, Productivity","Contract uploads, ERP",IT Funded,-,0.0,0.0,28376.0,0,0,0,0,652-it operations,-,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.110331+00:00
970cfc42-a990-4e5c-9527-a8951ccd129a,Getty Images,Getty Images,-,-,Unknown,"A platform to browse and license a wide range of visual content for various purposes, including advertising, editorial use, web design, and more.",-,Expense Mgmt,-,-,0.0,2421.0,1615.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.158544+00:00
69fdbedb-ccb8-4cf2-b6fb-a5fa5b40f829,GitHub,Microsoft,approved,"IT, Engineering",Unknown,Code hosting service that allow developers/people to build software for open source and private projects in organizations.,"Code Development, Code Management, DevOps, Developer Tools, Software Development","SSO Logins, Contract uploads, Expense Mgmt, ERP","IT Funded, Subscription Monitored By CCM",-,196772.26,273477.84,183479.1,0,0,1077,846,390-cto organization,-,-,-,-,Prashanth Kumar s,-,rappaneni@infoblox.com,2026-01-21T00:11:41.014590+00:00
2cad9b33-dcb5-4169-b0df-9e178ef0a373,Glean,Glean Technologies,-,IT,Unknown,"Glean delivers powerful, unified enterprise search across all workplace applications, websites, and data sources used within an enterprise",Data & Analytics,SSO Logins,-,-,0.0,0.0,0.0,0,0,10,7,-,-,-,-,-,-,-,,2026-01-21T00:11:41.059522+00:00
d7a77720-fc55-404a-b663-2b33d0b15866,Glean.ai,Glean Analytics,-,-,Unknown,A platform that offers solutions for knowledge management and collaboration within organizations.,-,SSO Logins,-,-,0.0,0.0,0.0,0,0,10,7,-,-,-,-,-,-,-,,2026-01-21T00:11:41.058947+00:00
76b93fac-182a-4931-acef-127774093a7c,GoLand,JetBrains,-,Engineering,Unknown,A commercial IDE designed to provide an ergonomic environment for Go development.,"IDE, Code Development",Contract uploads,"Engineering, Duplicate",-,0.0,0.0,0.0,0,0,0,0,355-bangalore r&d,-,-,-,-,-,-,,2026-01-21T00:11:41.113725+00:00
c6acf99e-d952-437a-9233-9ffe7ddeec8a,Google Cloud Platform (GCP),Google,-,IT,Cloud,"A suite of cloud computing services. It also provides a series of modular cloud services including computing, data storage, data analytics and machine learning.","Cloud Infrastructure, Developer Tools","SSO Logins, Expense Mgmt",Business Funded,-,0.0,0.0,23865.21,0,0,821,164,210-technical support,-,-,-,-,-,-,,2026-01-21T00:11:41.026378+00:00
4776858d-c8ba-4417-b8c5-d9e21d795d81,Google Workspace,Google,approved,IT,Unknown,"A collection of productivity and collaboration tools including tools for documents, spreadsheets, and presentations.","Office Suite, Productivity, Communication, Security & Compliance","Engagement, SSO Logins, Contract uploads, Expense Mgmt, ERP","Supported, IT Funded",-,334500.0,284247.3,295471.98,583,2296,1025,307,652-it operations,-,-,-,-,Prashanth Kumar s,-,Sreedhara Venugopala,2026-01-21T00:11:41.018756+00:00
0541189d-06bc-4438-ad38-a7900971cd60,Google Workspace | Calendar,Google,approved,IT,Unknown,A time-management and scheduling calendar service offered as part of the Google Workspace suite.,"Meeting & Organizing, Collaboration, Scheduling","Engagement, Contract uploads","Supported, IT Funded, Duplicate",-,0.0,0.0,0.0,792,2296,0,0,-,-,-,-,-,Prashanth Kumar s,-,-,2026-01-21T00:11:41.019298+00:00
de27ca5c-00b7-466e-a1f1-581c0e8ef584,Google Workspace | Docs,Google,approved,IT,Unknown,A software that organize the world's information and make it universally accessible and useful.,"Writing, Documents & Storage, Collaboration, Accessibility","Engagement, Contract uploads","Supported, IT Funded, Duplicate",-,0.0,0.0,0.0,73,2296,0,0,-,-,-,-,-,Prashanth Kumar s,-,-,2026-01-21T00:11:41.019785+00:00
5a5a22fa-b3f5-4853-a659-90c2b31b495d,Google Workspace | Drawings,Google,approved,"IT, Design",Unknown,Diagramming software offered as part of the Google Workspace suite.,"Whiteboarding & Diagramming, Communication","Engagement, Contract uploads","Supported, IT Funded, Duplicate",-,0.0,0.0,0.0,0,2296,0,0,-,-,-,-,-,Prashanth Kumar s,-,-,2026-01-21T00:11:41.020380+00:00
b80914dc-e910-4a49-ba57-7ef43fc56a39,Google Workspace | Drive,Google,approved,IT,Unknown,A file storage and synchronization service offered as part of the Google Workspace suite.,"Sharing & Storage, Productivity, Backup & Storage","Engagement, Contract uploads","IT Funded, Supported, Duplicate",-,0.0,0.0,0.0,253,2296,0,0,-,-,-,-,-,Prashanth Kumar s,-,-,2026-01-21T00:11:41.022235+00:00
76f9ab55-c979-4873-aab4-098e978a9d36,Google Workspace | Forms,Google,approved,IT,Unknown,Survey administration software offered as part of the Google Workspace suite.,"Form Builder, Documents & Storage, Collaboration, Data & Analytics, Accessibility","Engagement, Contract uploads","Supported, IT Funded, Duplicate",-,0.0,0.0,0.0,1,2296,0,0,-,-,-,-,-,Prashanth Kumar s,-,-,2026-01-21T00:11:41.020782+00:00
dd0b00bd-5390-4637-b1e4-00ea4a9fd8a3,Google Workspace | Gmail,Google,-,-,Unknown,Web-based email service offered as part of the Google Workspace suite.,"Email, Productivity","Engagement, Contract uploads","IT Funded, Denied for General Use, Duplicate",-,0.0,0.0,0.0,319,2296,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.022751+00:00
684fa614-ac46-46b1-949b-2c0d35949bd8,Google Workspace | Meet,Google,approved,IT,Unknown,Video conferencing service offered as part of the Google Workspace suite as well as a standalone application.,"Video Conferencing, Collaboration, Event Management","Engagement, Contract uploads, Expense Mgmt","IT Funded, Supported, Duplicate",-,0.0,-59.47,0.0,59,2296,0,0,-,-,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.023289+00:00
f883d516-ba83-49e5-a04c-ee6da60a642a,Google Workspace | Sheets,Google,approved,IT,Unknown,Spreadsheet program offered as part of the Google Workspace suite.,"Spreadsheet, Collaboration, Data visualization, Integration, Automation & Testing","Engagement, Contract uploads","IT Funded, Supported, Duplicate",-,0.0,0.0,0.0,95,2296,0,0,-,-,-,-,-,Prashanth Kumar s,-,-,2026-01-21T00:11:41.021600+00:00
8bbf3494-2934-410e-9519-31f97cefe745,Google Workspace | Slides,Google,approved,IT,Unknown,Presentation program offered as part of the Google Workspace suite.,"Presentation, Collaboration, Integration","Engagement, Contract uploads","Supported, IT Funded, Duplicate",-,0.0,0.0,0.0,29,2296,0,0,-,-,-,-,-,Prashanth Kumar s,-,-,2026-01-21T00:11:41.021235+00:00
839e6a24-425e-4e5d-86d6-35797331e63a,Grafana Cloud,Grafana Labs,-,"IT, devOps",Cloud,"An open source platform to support monitoring, visualization, and metric analytics.",observability,"SSO Logins, Contract uploads, ERP","Engineering, Business Funded",-,25000.0,0.0,25000.0,0,0,79,16,198-saas cloud ops,-,-,-,-,-,-,,2026-01-21T00:11:41.045311+00:00
aad548db-7171-42fa-b130-c4157114f21c,Grammarly,Grammarly,approved,IT,Unknown,A digital writing assistant helps people write more clearly and effectively.,"Writing, Localization & Translation","SSO Logins, Contract uploads, Expense Mgmt, ERP",IT Funded,Terminate the subscription on Mar 26 based on the roadmap.,10500.0,-139.95,11110.42,0,0,38,10,650-it executive,-,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.053918+00:00
cab409e6-7f42-437b-8955-edcaaa7d556e,HG Insights,HG Insights,approved,IT,Unknown,A SaaS platform for compliance and security that automates compliance workflows for a company's security controls.,"Sales Engagement, Market Intelligence","Contract uploads, ERP",Business Funded,"Not behind SSO - Infosec team to decided - App owner stated ""Currently HG insights is leveraged by Sales through SFDC. As for the actual platform, we only have 1 license and it is assigned to Andrew Fetick on my team. """,155000.0,155000.0,155000.0,0,0,0,0,510-corporate marketing,-,-,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.110892+00:00
084f3b60-f80c-46ad-87ed-64132b8a3c0b,Harvey.ai,Harvey,none,-,Unknown,"It is is a generative AI company, will be responsible for designing and evaluating AI systems to help lawyers complete complex tasks across practice areas and legal systems across the world.",-,"SSO Logins, Contract uploads",Business Funded,Vendor name - Counsel AI Corporation,0.0,0.0,0.0,0,0,22,2,630-legal,-,-,-,-,-,-,,2026-01-21T00:11:41.075679+00:00
c84b96af-75f4-4414-9eb7-4af3c40423aa,Highspot,Highspot,approved,"Sales, IT",Unknown,Sales enablement platform focused on boosting the performance of the sales teams and improving customer engagement.,"Sales Acceleration, Content Management System, Marketing automation","SSO Logins, Contract uploads, ERP",IT Funded,-,530299.5,632480.5,533362.0,0,0,18314,1368,653-it applications-erp,Betsy Thomas,-,-,-,-,-,Dan Pearl,2026-01-21T00:11:41.012946+00:00
65ed5674-0dd6-42db-8516-17af0f1ae8d5,Horizon3.ai,Horizon3 AI,-,-,Unknown,A company that assist you in identifying and resolving attack vectors before adversaries take advantage of them.,-,"SSO Logins, Contract uploads","IT Funded, SOC",-,101150.0,0.0,0.0,0,0,11,4,650-it executive,-,Kyle Williams,-,-,-,-,,2026-01-21T00:11:41.068054+00:00
